Series_reference,Period,Value,Unit,Seasonality,Series_name,RBNZ_seriesID,Transaction,Transaction_label,Asset_type,Sector,Sector_name
SNEQ.SG15ALE00000AFL0461S500,2004.06,68964,NZDm,A,Total housing loans,HHAL.QB11,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0462S500,2004.06,63814,NZDm,A,Housing loans with registered banks,HHAL.QB11.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0463S500,2004.06,4197,NZDm,A,Housing loans with non-bank lending institutions,HHAL.QB11.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0464S500,2004.06,953,NZDm,A,Other housing loans,HHAL.QB11.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0471S500,2004.06,97225,NZDm,A,Housing loans (including rental properties),HHAL.QM22,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0485S500,2004.06,6821,NZDm,A,Student loans,HHAL.QB15,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AN70000S500,2004.06,396000,NZDm,A,Housing and land value (including rental properties),HHAL.QC1,LE,Closing balance sheet,AN310,5,Households
SNEQ.SG15ALE00000AN60000S500,2004.06,309714,NZDm,A,Housing and land value,HHAL.QC6,LE,Closing balance sheet,AN6,5,Households
SNEQ.SG15ALE00000B900000S500,2004.06,670076,NZDm,A,Net wealth,HHAL.QC3,LE,Closing balance sheet,B90,5,Households
SNEQ.SG15ALE00000B910000S500,2004.06,360362,NZDm,A,Net financial wealth,HHAL.QC5,LE,Closing balance sheet,B91,5,Households
SNEQ.SG15ALE00000AFA0000S500,2004.09,455394,NZDm,A,Total Household financial assets,HHAL.QA,LE,Closing balance sheet,AFA,5,Households
SNEQ.SG15ALE00000AFA0211S500,2004.09,1600,NZDm,A,Currency,HHAL.QA5,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0280S500,2004.09,60832,NZDm,A,Total deposits,HHAL.QA1,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0281S500,2004.09,51612,NZDm,A,Deposits with registered banks,HHAL.QA1.D01,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0282S500,2004.09,9220,NZDm,A,Deposits with non-bank deposit takers,HHAL.QA1.D70,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0300S500,2004.09,3500,NZDm,A,Total debt securities,HHAL.QA2,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0381S500,2004.09,911,NZDm,A,Central government debt securities,HHAL.QA2.P01,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0382S500,2004.09,494,NZDm,A,Local government debt securities,HHAL.QA2.P05,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0383S500,2004.09,2094,NZDm,A,Other debt securities,HHAL.QA2.Q,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0400S500,2004.09,895,NZDm,A,Loans,HHAL.QA6,LE,Closing balance sheet,AFA04,5,Households
SNEQ.SG15ALE00000AFA0500S500,2004.09,351027,NZDm,A,Total equity and investment fund shares,HHAL.QA4,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0510S500,2004.09,320865,NZDm,A,Total equity,HHAL.QA40,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0581S500,2004.09,81495,NZDm,A,NZ listed shares,HHAL.QA41.ZN,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0582S500,2004.09,5200,NZDm,A,Overseas listed shares,HHAL.QA41.ZF,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0512S500,2004.09,28755,NZDm,A,NZ unlisted shares,HHAL.QA43.Q03,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0520S500,2004.09,30161,NZDm,A,Total investment fund shares,HHAL.QA46,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0522S500,2004.09,30161,NZDm,A,Investment fund shares,HHAL.QA46.F34,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0513S500,2004.09,205415,NZDm,A,Equity in unincorporated NZ businesses,HHAL.QA43.Q04,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0600S500,2004.09,37540,NZDm,A,Total insurance technical reserves,HHAL.QA3.F,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0621S500,2004.09,9813,NZDm,A,Net equity in life insurance reserves,HHAL.QA3.F03,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0631S500,2004.09,27727,NZDm,A,Net equity in superannuation funds,HHAL.QA3.F05,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0681S500,2004.09,37540,NZDm,A,Net equity in life insurance and superannuation funds,HHAL.QA3.F01,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFL0000S500,2004.09,89407,NZDm,A,Total household financial liabilities,HHAL.QB,LE,Closing balance sheet,AFL,5,Households
SNEQ.SG15ALE00000AFL0400S500,2004.09,89407,NZDm,A,Total loans,HHAL.QB,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0481S500,2004.09,11338,NZDm,A,Total consumer loans,HHAL.QB12,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0482S500,2004.09,5901,NZDm,A,Consumer loans with registered banks,HHAL.QB12.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0483S500,2004.09,5351,NZDm,A,Consumer loans with non-bank lending institutions,HHAL.QB12.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0484S500,2004.09,86,NZDm,A,Other consumer loans,HHAL.QB12.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0461S500,2004.09,71248,NZDm,A,Total housing loans,HHAL.QB11,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0462S500,2004.09,65799,NZDm,A,Housing loans with registered banks,HHAL.QB11.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0463S500,2004.09,4489,NZDm,A,Housing loans with non-bank lending institutions,HHAL.QB11.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0464S500,2004.09,960,NZDm,A,Other housing loans,HHAL.QB11.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0471S500,2004.09,100460,NZDm,A,Housing loans (including rental properties),HHAL.QM22,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0485S500,2004.09,6821,NZDm,A,Student loans,HHAL.QB15,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AN70000S500,2004.09,413000,NZDm,A,Housing and land value (including rental properties),HHAL.QC1,LE,Closing balance sheet,AN310,5,Households
SNEQ.SG15ALE00000AN60000S500,2004.09,323010,NZDm,A,Housing and land value,HHAL.QC6,LE,Closing balance sheet,AN6,5,Households
SNEQ.SG15ALE00000B900000S500,2004.09,688997,NZDm,A,Net wealth,HHAL.QC3,LE,Closing balance sheet,B90,5,Households
SNEQ.SG15ALE00000B910000S500,2004.09,365987,NZDm,A,Net financial wealth,HHAL.QC5,LE,Closing balance sheet,B91,5,Households
SNEQ.SG15ALE00000AFA0000S500,2004.12,465162,NZDm,A,Total Household financial assets,HHAL.QA,LE,Closing balance sheet,AFA,5,Households
SNEQ.SG15ALE00000AFA0211S500,2004.12,1746,NZDm,A,Currency,HHAL.QA5,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0280S500,2004.12,62695,NZDm,A,Total deposits,HHAL.QA1,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0281S500,2004.12,52912,NZDm,A,Deposits with registered banks,HHAL.QA1.D01,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0282S500,2004.12,9783,NZDm,A,Deposits with non-bank deposit takers,HHAL.QA1.D70,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0300S500,2004.12,3562,NZDm,A,Total debt securities,HHAL.QA2,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0381S500,2004.12,922,NZDm,A,Central government debt securities,HHAL.QA2.P01,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0382S500,2004.12,414,NZDm,A,Local government debt securities,HHAL.QA2.P05,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0383S500,2004.12,2225,NZDm,A,Other debt securities,HHAL.QA2.Q,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0400S500,2004.12,885,NZDm,A,Loans,HHAL.QA6,LE,Closing balance sheet,AFA04,5,Households
SNEQ.SG15ALE00000AFA0500S500,2004.12,357424,NZDm,A,Total equity and investment fund shares,HHAL.QA4,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0510S500,2004.12,326686,NZDm,A,Total equity,HHAL.QA40,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0581S500,2004.12,83549,NZDm,A,NZ listed shares,HHAL.QA41.ZN,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0582S500,2004.12,5210,NZDm,A,Overseas listed shares,HHAL.QA41.ZF,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0512S500,2004.12,25869,NZDm,A,NZ unlisted shares,HHAL.QA43.Q03,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0520S500,2004.12,30738,NZDm,A,Total investment fund shares,HHAL.QA46,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0522S500,2004.12,30738,NZDm,A,Investment fund shares,HHAL.QA46.F34,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0513S500,2004.12,212058,NZDm,A,Equity in unincorporated NZ businesses,HHAL.QA43.Q04,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0600S500,2004.12,38849,NZDm,A,Total insurance technical reserves,HHAL.QA3.F,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0621S500,2004.12,10113,NZDm,A,Net equity in life insurance reserves,HHAL.QA3.F03,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0631S500,2004.12,28736,NZDm,A,Net equity in superannuation funds,HHAL.QA3.F05,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0681S500,2004.12,38849,NZDm,A,Net equity in life insurance and superannuation funds,HHAL.QA3.F01,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFL0000S500,2004.12,92821,NZDm,A,Total household financial liabilities,HHAL.QB,LE,Closing balance sheet,AFL,5,Households
SNEQ.SG15ALE00000AFL0400S500,2004.12,92821,NZDm,A,Total loans,HHAL.QB,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0481S500,2004.12,11873,NZDm,A,Total consumer loans,HHAL.QB12,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0482S500,2004.12,6124,NZDm,A,Consumer loans with registered banks,HHAL.QB12.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0483S500,2004.12,5676,NZDm,A,Consumer loans with non-bank lending institutions,HHAL.QB12.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0484S500,2004.12,73,NZDm,A,Other consumer loans,HHAL.QB12.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0461S500,2004.12,74127,NZDm,A,Total housing loans,HHAL.QB11,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0462S500,2004.12,68279,NZDm,A,Housing loans with registered banks,HHAL.QB11.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0463S500,2004.12,4804,NZDm,A,Housing loans with non-bank lending institutions,HHAL.QB11.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0464S500,2004.12,1044,NZDm,A,Other housing loans,HHAL.QB11.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0471S500,2004.12,104540,NZDm,A,Housing loans (including rental properties),HHAL.QM22,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0485S500,2004.12,6821,NZDm,A,Student loans,HHAL.QB15,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AN70000S500,2004.12,428790,NZDm,A,Housing and land value (including rental properties),HHAL.QC1,LE,Closing balance sheet,AN310,5,Households
SNEQ.SG15ALE00000AN60000S500,2004.12,335360,NZDm,A,Housing and land value,HHAL.QC6,LE,Closing balance sheet,AN6,5,Households
SNEQ.SG15ALE00000B900000S500,2004.12,707701,NZDm,A,Net wealth,HHAL.QC3,LE,Closing balance sheet,B90,5,Households
SNEQ.SG15ALE00000B910000S500,2004.12,372341,NZDm,A,Net financial wealth,HHAL.QC5,LE,Closing balance sheet,B91,5,Households
SNEQ.SG15ALE00000AFA0000S500,2005.03,472696,NZDm,A,Total Household financial assets,HHAL.QA,LE,Closing balance sheet,AFA,5,Households
SNEQ.SG15ALE00000AFA0211S500,2005.03,1719,NZDm,A,Currency,HHAL.QA5,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0280S500,2005.03,63836,NZDm,A,Total deposits,HHAL.QA1,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0281S500,2005.03,53828,NZDm,A,Deposits with registered banks,HHAL.QA1.D01,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0282S500,2005.03,10008,NZDm,A,Deposits with non-bank deposit takers,HHAL.QA1.D70,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0300S500,2005.03,3534,NZDm,A,Total debt securities,HHAL.QA2,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0381S500,2005.03,859,NZDm,A,Central government debt securities,HHAL.QA2.P01,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0382S500,2005.03,414,NZDm,A,Local government debt securities,HHAL.QA2.P05,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0383S500,2005.03,2261,NZDm,A,Other debt securities,HHAL.QA2.Q,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0400S500,2005.03,885,NZDm,A,Loans,HHAL.QA6,LE,Closing balance sheet,AFA04,5,Households
SNEQ.SG15ALE00000AFA0500S500,2005.03,363681,NZDm,A,Total equity and investment fund shares,HHAL.QA4,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0510S500,2005.03,332687,NZDm,A,Total equity,HHAL.QA40,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0581S500,2005.03,85603,NZDm,A,NZ listed shares,HHAL.QA41.ZN,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0582S500,2005.03,5400,NZDm,A,Overseas listed shares,HHAL.QA41.ZF,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0512S500,2005.03,22982,NZDm,A,NZ unlisted shares,HHAL.QA43.Q03,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0520S500,2005.03,30994,NZDm,A,Total investment fund shares,HHAL.QA46,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0522S500,2005.03,30994,NZDm,A,Investment fund shares,HHAL.QA46.F34,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0513S500,2005.03,218703,NZDm,A,Equity in unincorporated NZ businesses,HHAL.QA43.Q04,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0600S500,2005.03,39040,NZDm,A,Total insurance technical reserves,HHAL.QA3.F,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0621S500,2005.03,10176,NZDm,A,Net equity in life insurance reserves,HHAL.QA3.F03,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0631S500,2005.03,28864,NZDm,A,Net equity in superannuation funds,HHAL.QA3.F05,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0681S500,2005.03,39040,NZDm,A,Net equity in life insurance and superannuation funds,HHAL.QA3.F01,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFL0000S500,2005.03,95874,NZDm,A,Total household financial liabilities,HHAL.QB,LE,Closing balance sheet,AFL,5,Households
SNEQ.SG15ALE00000AFL0400S500,2005.03,95874,NZDm,A,Total loans,HHAL.QB,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0481S500,2005.03,12057,NZDm,A,Total consumer loans,HHAL.QB12,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0482S500,2005.03,6250,NZDm,A,Consumer loans with registered banks,HHAL.QB12.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0483S500,2005.03,5746,NZDm,A,Consumer loans with non-bank lending institutions,HHAL.QB12.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0484S500,2005.03,61,NZDm,A,Other consumer loans,HHAL.QB12.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0461S500,2005.03,76996,NZDm,A,Total housing loans,HHAL.QB11,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0462S500,2005.03,70899,NZDm,A,Housing loans with registered banks,HHAL.QB11.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0463S500,2005.03,5041,NZDm,A,Housing loans with non-bank lending institutions,HHAL.QB11.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0464S500,2005.03,1056,NZDm,A,Other housing loans,HHAL.QB11.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0471S500,2005.03,108591,NZDm,A,Housing loans (including rental properties),HHAL.QM22,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0485S500,2005.03,6821,NZDm,A,Student loans,HHAL.QB15,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AN70000S500,2005.03,452266,NZDm,A,Housing and land value (including rental properties),HHAL.QC1,LE,Closing balance sheet,AN310,5,Households
SNEQ.SG15ALE00000AN60000S500,2005.03,352458,NZDm,A,Housing and land value,HHAL.QC6,LE,Closing balance sheet,AN6,5,Households
SNEQ.SG15ALE00000B900000S500,2005.03,729280,NZDm,A,Net wealth,HHAL.QC3,LE,Closing balance sheet,B90,5,Households
SNEQ.SG15ALE00000B910000S500,2005.03,376822,NZDm,A,Net financial wealth,HHAL.QC5,LE,Closing balance sheet,B91,5,Households
SNEQ.SG15ALE00000AFA0000S500,2005.06,489502,NZDm,A,Total Household financial assets,HHAL.QA,LE,Closing balance sheet,AFA,5,Households
SNEQ.SG15ALE00000AFA0211S500,2005.06,1686,NZDm,A,Currency,HHAL.QA5,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0280S500,2005.06,66195,NZDm,A,Total deposits,HHAL.QA1,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0281S500,2005.06,55606,NZDm,A,Deposits with registered banks,HHAL.QA1.D01,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0282S500,2005.06,10589,NZDm,A,Deposits with non-bank deposit takers,HHAL.QA1.D70,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0300S500,2005.06,3568,NZDm,A,Total debt securities,HHAL.QA2,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0381S500,2005.06,853,NZDm,A,Central government debt securities,HHAL.QA2.P01,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0382S500,2005.06,414,NZDm,A,Local government debt securities,HHAL.QA2.P05,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0383S500,2005.06,2300,NZDm,A,Other debt securities,HHAL.QA2.Q,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0400S500,2005.06,890,NZDm,A,Loans,HHAL.QA6,LE,Closing balance sheet,AFA04,5,Households
SNEQ.SG15ALE00000AFA0500S500,2005.06,377502,NZDm,A,Total equity and investment fund shares,HHAL.QA4,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0510S500,2005.06,345806,NZDm,A,Total equity,HHAL.QA40,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0581S500,2005.06,85998,NZDm,A,NZ listed shares,HHAL.QA41.ZN,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0582S500,2005.06,5600,NZDm,A,Overseas listed shares,HHAL.QA41.ZF,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0512S500,2005.06,26979,NZDm,A,NZ unlisted shares,HHAL.QA43.Q03,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0520S500,2005.06,31697,NZDm,A,Total investment fund shares,HHAL.QA46,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0522S500,2005.06,31697,NZDm,A,Investment fund shares,HHAL.QA46.F34,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0513S500,2005.06,227229,NZDm,A,Equity in unincorporated NZ businesses,HHAL.QA43.Q04,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0600S500,2005.06,39660,NZDm,A,Total insurance technical reserves,HHAL.QA3.F,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0621S500,2005.06,10442,NZDm,A,Net equity in life insurance reserves,HHAL.QA3.F03,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0631S500,2005.06,29218,NZDm,A,Net equity in superannuation funds,HHAL.QA3.F05,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFA0681S500,2005.06,39660,NZDm,A,Net equity in life insurance and superannuation funds,HHAL.QA3.F01,LE,Closing balance sheet,AFA06,5,Households
SNEQ.SG15ALE00000AFL0000S500,2005.06,99594,NZDm,A,Total household financial liabilities,HHAL.QB,LE,Closing balance sheet,AFL,5,Households
SNEQ.SG15ALE00000AFL0400S500,2005.06,99594,NZDm,A,Total loans,HHAL.QB,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0481S500,2005.06,12179,NZDm,A,Total consumer loans,HHAL.QB12,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0482S500,2005.06,6224,NZDm,A,Consumer loans with registered banks,HHAL.QB12.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0483S500,2005.06,5827,NZDm,A,Consumer loans with non-bank lending institutions,HHAL.QB12.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0484S500,2005.06,128,NZDm,A,Other consumer loans,HHAL.QB12.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0461S500,2005.06,79916,NZDm,A,Total housing loans,HHAL.QB11,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0462S500,2005.06,73465,NZDm,A,Housing loans with registered banks,HHAL.QB11.D01,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0463S500,2005.06,5363,NZDm,A,Housing loans with non-bank lending institutions,HHAL.QB11.D70,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0464S500,2005.06,1088,NZDm,A,Other housing loans,HHAL.QB11.F,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0471S500,2005.06,112723,NZDm,A,Housing loans (including rental properties),HHAL.QM22,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AFL0485S500,2005.06,7499,NZDm,A,Student loans,HHAL.QB15,LE,Closing balance sheet,AFL04,5,Households
SNEQ.SG15ALE00000AN70000S500,2005.06,467792,NZDm,A,Housing and land value (including rental properties),HHAL.QC1,LE,Closing balance sheet,AN310,5,Households
SNEQ.SG15ALE00000AN60000S500,2005.06,364558,NZDm,A,Housing and land value,HHAL.QC6,LE,Closing balance sheet,AN6,5,Households
SNEQ.SG15ALE00000B900000S500,2005.06,754466,NZDm,A,Net wealth,HHAL.QC3,LE,Closing balance sheet,B90,5,Households
SNEQ.SG15ALE00000B910000S500,2005.06,389908,NZDm,A,Net financial wealth,HHAL.QC5,LE,Closing balance sheet,B91,5,Households
SNEQ.SG15ALE00000AFA0000S500,2005.09,505758,NZDm,A,Total Household financial assets,HHAL.QA,LE,Closing balance sheet,AFA,5,Households
SNEQ.SG15ALE00000AFA0211S500,2005.09,1697,NZDm,A,Currency,HHAL.QA5,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0280S500,2005.09,67957,NZDm,A,Total deposits,HHAL.QA1,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0281S500,2005.09,56966,NZDm,A,Deposits with registered banks,HHAL.QA1.D01,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0282S500,2005.09,10991,NZDm,A,Deposits with non-bank deposit takers,HHAL.QA1.D70,LE,Closing balance sheet,AFA02,5,Households
SNEQ.SG15ALE00000AFA0300S500,2005.09,3599,NZDm,A,Total debt securities,HHAL.QA2,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0381S500,2005.09,844,NZDm,A,Central government debt securities,HHAL.QA2.P01,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0382S500,2005.09,414,NZDm,A,Local government debt securities,HHAL.QA2.P05,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0383S500,2005.09,2340,NZDm,A,Other debt securities,HHAL.QA2.Q,LE,Closing balance sheet,AFA03,5,Households
SNEQ.SG15ALE00000AFA0400S500,2005.09,895,NZDm,A,Loans,HHAL.QA6,LE,Closing balance sheet,AFA04,5,Households
SNEQ.SG15ALE00000AFA0500S500,2005.09,391645,NZDm,A,Total equity and investment fund shares,HHAL.QA4,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0510S500,2005.09,358925,NZDm,A,Total equity,HHAL.QA40,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0581S500,2005.09,86392,NZDm,A,NZ listed shares,HHAL.QA41.ZN,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0582S500,2005.09,5800,NZDm,A,Overseas listed shares,HHAL.QA41.ZF,LE,Closing balance sheet,AFA05,5,Households
SNEQ.SG15ALE00000AFA0512S500,2005.09,30978,NZDm,A,NZ unlisted shares,HHAL.QA43.Q03,LE,Closing balance sheet,AFA05,5,Households
